My Spark params as displayed in Assistant	My Default Value	< dif >	wm100 v3.2.34.25 (from cfg file)	< dif >	wm100 v3.2.37.20 (from cfg file)
g_cfg_debug_motor_factory_output_test_request	0		g_cfg_debug_motor_factory_output_test_request		g_cfg_debug_motor_factory_output_test_request
g_cfg_debug_motor_no_start_motor_check	0		g_cfg_debug_motor_no_start_motor_check	< * >	
g_config_fdi_open_compass_fdi_open	1		g_config_fdi_open_compass_fdi_open		g_config_fdi_open_compass_fdi_open
g_config_fdi_open_gps_fdi_open	1		g_config_fdi_open_gps_fdi_open		g_config_fdi_open_gps_fdi_open
g_config_fdi_open_gyro_fdi_open	1		g_config_fdi_open_gyro_fdi_open		g_config_fdi_open_gyro_fdi_open
g_config_fdi_open_acc_fdi_open	1		g_config_fdi_open_acc_fdi_open		g_config_fdi_open_acc_fdi_open
g_config_fdi_open_baro_fdi_open	1		g_config_fdi_open_baro_fdi_open		g_config_fdi_open_baro_fdi_open
g_config_fdi_open_motor_fdi_open	0		g_config_fdi_open_motor_fdi_open		g_config_fdi_open_motor_fdi_open
g_config_fdi_open_motor_kf_fdi_open	0		g_config_fdi_open_motor_kf_fdi_open		g_config_fdi_open_motor_kf_fdi_open
g_config_fdi_open_motor_rls_fdi_open	0		g_config_fdi_open_motor_rls_fdi_open		g_config_fdi_open_motor_rls_fdi_open
g_config_fdi_open_motor_esc_fdi_open	0		g_config_fdi_open_motor_esc_fdi_open		g_config_fdi_open_motor_esc_fdi_open
g_config_fdi_open_motor_ctrl_fdi_open	0		g_config_fdi_open_motor_ctrl_fdi_open		g_config_fdi_open_motor_ctrl_fdi_open
g_config_fdi_open_esc_unbalance_fdi_open	0		g_config_fdi_open_esc_unbalance_fdi_open		g_config_fdi_open_esc_unbalance_fdi_open
g_config_fdi_open_esc_ppm_recv_fdi_open	0		g_config_fdi_open_esc_ppm_recv_fdi_open		g_config_fdi_open_esc_ppm_recv_fdi_open
g_config_fdi_open_esc_recv_test_fdi_open	0		g_config_fdi_open_esc_recv_test_fdi_open		g_config_fdi_open_esc_recv_test_fdi_open
g_config_fdi_open_ahrs_fdi_open	1		g_config_fdi_open_ahrs_fdi_open		g_config_fdi_open_ahrs_fdi_open
g_config_fdi_open_ahrs_init_fdi_open	1		g_config_fdi_open_ahrs_init_fdi_open		g_config_fdi_open_ahrs_init_fdi_open
geo_mag_fdi_open	1		geo_mag_fdi_open		geo_mag_fdi_open
g_config_fdi_open_ctrl_fdi_open	1		g_config_fdi_open_ctrl_fdi_open		g_config_fdi_open_ctrl_fdi_open
g_config_fdi_open_ctrl_impact_fdi_open	1		g_config_fdi_open_ctrl_impact_fdi_open		g_config_fdi_open_ctrl_impact_fdi_open
g_config_fdi_open_ctrl_vibrate_fdi_open	0		g_config_fdi_open_ctrl_vibrate_fdi_open		g_config_fdi_open_ctrl_vibrate_fdi_open
g_config_fdi_open_acc_multi_fdi_open	0		g_config_fdi_open_acc_multi_fdi_open		g_config_fdi_open_acc_multi_fdi_open
g_config_fdi_open_gyro_multi_fdi_open	0		g_config_fdi_open_gyro_multi_fdi_open		g_config_fdi_open_gyro_multi_fdi_open
g_config_fdi_open_baro_multi_fdi_open	0		g_config_fdi_open_baro_multi_fdi_open		g_config_fdi_open_baro_multi_fdi_open
g_config_fdi_open_compass_multi_fdi_open	0		g_config_fdi_open_compass_multi_fdi_open		g_config_fdi_open_compass_multi_fdi_open
g_config_fdi_open_gps_multi_fdi_open	0		g_config_fdi_open_gps_multi_fdi_open		g_config_fdi_open_gps_multi_fdi_open
g_config_fdi_open_ns_multi_fdi_open	0		g_config_fdi_open_ns_multi_fdi_open		g_config_fdi_open_ns_multi_fdi_open
g_config_fdi_open_ns_multi_w_fdi_open	0		g_config_fdi_open_ns_multi_w_fdi_open		g_config_fdi_open_ns_multi_w_fdi_open
g_config_fdi_open_ns_multi_ag_fdi_open	0		g_config_fdi_open_ns_multi_ag_fdi_open		g_config_fdi_open_ns_multi_ag_fdi_open
g_config_fdi_open_ns_multi_vg_fdi_open	0		g_config_fdi_open_ns_multi_vg_fdi_open		g_config_fdi_open_ns_multi_vg_fdi_open
g_config_fdi_open_ns_multi_alti_fdi_open	0		g_config_fdi_open_ns_multi_alti_fdi_open		g_config_fdi_open_ns_multi_alti_fdi_open
g_config_fdi_open_ns_multi_pos_fdi_open	0		g_config_fdi_open_ns_multi_pos_fdi_open		g_config_fdi_open_ns_multi_pos_fdi_open
g_config_fdi_open_ns_multi_eular_fdi_open	0		g_config_fdi_open_ns_multi_eular_fdi_open		g_config_fdi_open_ns_multi_eular_fdi_open
g_config_fdi_open_imu_module_install_open	0		g_config_fdi_open_imu_module_install_open		g_config_fdi_open_imu_module_install_open
g_config_fdi_open_mag_dis_stop_fly	0		g_config_fdi_open_mag_dis_stop_fly		g_config_fdi_open_mag_dis_stop_fly
g_config_fdi_open_fit_test_enable	0		g_config_fdi_open_fit_test_enable		g_config_fdi_open_fit_test_enable
g_config_fdi_open_fit_open	0		g_config_fdi_open_fit_open		g_config_fdi_open_fit_open
g_config_fdi_open_fit_way	0		g_config_fdi_open_fit_way		g_config_fdi_open_fit_way
g_config_fdi_inject_system_id	0		g_config_fdi_inject_system_id		g_config_fdi_inject_system_id
g_config_fdi_inject_device_type	0		g_config_fdi_inject_device_type		g_config_fdi_inject_device_type
g_config_fdi_inject_device_index	0		g_config_fdi_inject_device_index		g_config_fdi_inject_device_index
g_config_fdi_inject_inject_command	0		g_config_fdi_inject_inject_command		g_config_fdi_inject_inject_command
g_config_fdi_inject_inject_method	0		g_config_fdi_inject_inject_method		g_config_fdi_inject_inject_method
g_config_fdi_inject_fault_type	0		g_config_fdi_inject_fault_type		g_config_fdi_inject_fault_type
g_config_fdi_inject_fault_level	0		g_config_fdi_inject_fault_level		g_config_fdi_inject_fault_level
g_config_fdi_inject_start_time	0		g_config_fdi_inject_start_time		g_config_fdi_inject_start_time
g_config_fdi_inject_last_time	0		g_config_fdi_inject_last_time		g_config_fdi_inject_last_time
g_config_fdi_inject_break_time	0		g_config_fdi_inject_break_time		g_config_fdi_inject_break_time
g_config_fdi_inject_repeat_num	0		g_config_fdi_inject_repeat_num		g_config_fdi_inject_repeat_num
g_config_fdi_inject_typical_case	0		g_config_fdi_inject_typical_case		g_config_fdi_inject_typical_case
g_config_fdi_inject_inject_type_ack	0		g_config_fdi_inject_inject_type_ack		g_config_fdi_inject_inject_type_ack
g_config_fdi_fit_rc_d1_high	1		g_config_fdi_fit_rc_d1_high		g_config_fdi_fit_rc_d1_high
g_config_fdi_fit_rc_d1_low	16		g_config_fdi_fit_rc_d1_low		g_config_fdi_fit_rc_d1_low
g_config_fdi_fit_rc_d2_high	20		g_config_fdi_fit_rc_d2_high		g_config_fdi_fit_rc_d2_high
g_config_fdi_fit_rc_d2_low	32		g_config_fdi_fit_rc_d2_low		g_config_fdi_fit_rc_d2_low
g_config_fdi_fit_rc_d3_high	40		g_config_fdi_fit_rc_d3_high		g_config_fdi_fit_rc_d3_high
g_config_fdi_fit_rc_d3_low	44		g_config_fdi_fit_rc_d3_low		g_config_fdi_fit_rc_d3_low
g_config_fdi_fit_rc_d4_high	66		g_config_fdi_fit_rc_d4_high		g_config_fdi_fit_rc_d4_high
g_config_fdi_fit_rc_d4_low	68		g_config_fdi_fit_rc_d4_low		g_config_fdi_fit_rc_d4_low
g_config_fdi_switch_open	0		g_config_fdi_switch_open		g_config_fdi_switch_open
g_config_fdi_switch_way	0		g_config_fdi_switch_way		g_config_fdi_switch_way
g_config_fdi_switch_ns_default_index	0		g_config_fdi_switch_ns_default_index		g_config_fdi_switch_ns_default_index
g_config_fdi_switch_ns_on_off	1		g_config_fdi_switch_ns_on_off		g_config_fdi_switch_ns_on_off
g_config_fdi_switch_ns_with_fdi	1		g_config_fdi_switch_ns_with_fdi		g_config_fdi_switch_ns_with_fdi
g_config_fdi_switch_ns_by_fdi	1		g_config_fdi_switch_ns_by_fdi		g_config_fdi_switch_ns_by_fdi
g_config_fdi_switch_ns_random_test	0		g_config_fdi_switch_ns_random_test		g_config_fdi_switch_ns_random_test
g_config_fdi_switch_compass_default_index	0		g_config_fdi_switch_compass_default_index		g_config_fdi_switch_compass_default_index
g_config_fdi_switch_compass_on_off	1		g_config_fdi_switch_compass_on_off		g_config_fdi_switch_compass_on_off
g_config_fdi_switch_compass_with_fdi	1		g_config_fdi_switch_compass_with_fdi		g_config_fdi_switch_compass_with_fdi
g_config_fdi_switch_compass_by_fdi	1		g_config_fdi_switch_compass_by_fdi		g_config_fdi_switch_compass_by_fdi
g_config_fdi_switch_compass_random_test	0		g_config_fdi_switch_compass_random_test		g_config_fdi_switch_compass_random_test
g_config_fdi_switch_gps_default_index	0		g_config_fdi_switch_gps_default_index		g_config_fdi_switch_gps_default_index
g_config_fdi_switch_gps_on_off	1		g_config_fdi_switch_gps_on_off		g_config_fdi_switch_gps_on_off
g_config_fdi_switch_gps_with_fdi	1		g_config_fdi_switch_gps_with_fdi		g_config_fdi_switch_gps_with_fdi
g_config_fdi_switch_gps_by_fdi	1		g_config_fdi_switch_gps_by_fdi		g_config_fdi_switch_gps_by_fdi
g_config_fdi_switch_gps_random_test	0		g_config_fdi_switch_gps_random_test		g_config_fdi_switch_gps_random_test
g_config_fdi_switch_baro_default_index	0		g_config_fdi_switch_baro_default_index		g_config_fdi_switch_baro_default_index
g_config_fdi_switch_baro_on_off	1		g_config_fdi_switch_baro_on_off		g_config_fdi_switch_baro_on_off
g_config_fdi_switch_baro_with_fdi	1		g_config_fdi_switch_baro_with_fdi		g_config_fdi_switch_baro_with_fdi
g_config_fdi_switch_baro_by_fdi	1		g_config_fdi_switch_baro_by_fdi		g_config_fdi_switch_baro_by_fdi
g_config_fdi_switch_baro_random_test	0		g_config_fdi_switch_baro_random_test		g_config_fdi_switch_baro_random_test
g_config_fdi_switch_acc_default_index	0		g_config_fdi_switch_acc_default_index		g_config_fdi_switch_acc_default_index
g_config_fdi_switch_acc_on_off	1		g_config_fdi_switch_acc_on_off		g_config_fdi_switch_acc_on_off
g_config_fdi_switch_acc_with_fdi	1		g_config_fdi_switch_acc_with_fdi		g_config_fdi_switch_acc_with_fdi
g_config_fdi_switch_acc_by_fdi	1		g_config_fdi_switch_acc_by_fdi		g_config_fdi_switch_acc_by_fdi
g_config_fdi_switch_acc_random_test	0		g_config_fdi_switch_acc_random_test		g_config_fdi_switch_acc_random_test
g_config_fdi_switch_gyro_default_index	0		g_config_fdi_switch_gyro_default_index		g_config_fdi_switch_gyro_default_index
g_config_fdi_switch_gyro_on_off	1		g_config_fdi_switch_gyro_on_off		g_config_fdi_switch_gyro_on_off
g_config_fdi_switch_gyro_with_fdi	1		g_config_fdi_switch_gyro_with_fdi		g_config_fdi_switch_gyro_with_fdi
g_config_fdi_switch_gyro_by_fdi	1		g_config_fdi_switch_gyro_by_fdi		g_config_fdi_switch_gyro_by_fdi
g_config_fdi_switch_gyro_random_test	0		g_config_fdi_switch_gyro_random_test		g_config_fdi_switch_gyro_random_test
g_config_fdi_open_without_gps_allowed	0		g_config_fdi_open_without_gps_allowed		g_config_fdi_open_without_gps_allowed
g_config_fdi_open_without_mag_allowed	0		g_config_fdi_open_without_mag_allowed		g_config_fdi_open_without_mag_allowed
g_config_fdi_open_close_auto_stop_motor_check	0		g_config_fdi_open_close_auto_stop_motor_check		g_config_fdi_open_close_auto_stop_motor_check
g_config_fdi_open_auto_echo_function_open	0		g_config_fdi_open_auto_echo_function_open		g_config_fdi_open_auto_echo_function_open
mag_noise_test_threshold	50		mag_noise_test_threshold		mag_noise_test_threshold
g_status_acc_gyro[1]_cali_cnt	0		g_status_acc_gyro[1]_cali_cnt		g_status_acc_gyro[1]_cali_cnt
g_status_acc_gyro[1]_state	0		g_status_acc_gyro[1]_state		g_status_acc_gyro[1]_state
g_status_acc_gyro[2]_cali_cnt	0		g_status_acc_gyro[2]_cali_cnt		g_status_acc_gyro[2]_cali_cnt
g_status_acc_gyro[2]_state	0		g_status_acc_gyro[2]_state		g_status_acc_gyro[2]_state
g_status_acc_gyro[0]_cali_cnt	0		g_status_acc_gyro[0]_cali_cnt		g_status_acc_gyro[0]_cali_cnt
g_status_acc_gyro[0]_state	0		g_status_acc_gyro[0]_state		g_status_acc_gyro[0]_state
g_status_acc_gyro[0]_temp_ready	0		g_status_acc_gyro[0]_temp_ready		g_status_acc_gyro[0]_temp_ready
g_status_acc_gyro[0]_gyro_temp	0		g_status_acc_gyro[0]_gyro_temp		g_status_acc_gyro[0]_gyro_temp
g_config_cali_switch_imu_propeller_cali	2		g_config_cali_switch_imu_propeller_cali		g_config_cali_switch_imu_propeller_cali
				< * >	g_config_cali_switch_imu_propeller_circle
g_status_all_gyr_acc_need_cali_type	0		g_status_all_gyr_acc_need_cali_type		g_status_all_gyr_acc_need_cali_type
g_status_all_gyr_acc_msc_sampled_side	0		g_status_all_gyr_acc_msc_sampled_side		g_status_all_gyr_acc_msc_sampled_side
g_status_all_gyr_acc_msc_current_side	0		g_status_all_gyr_acc_msc_current_side		g_status_all_gyr_acc_msc_current_side
g_status_all_gyr_acc_cali_cnt	0		g_status_all_gyr_acc_cali_cnt		g_status_all_gyr_acc_cali_cnt
g_status_all_gyr_acc_cali_state	0		g_status_all_gyr_acc_cali_state		g_status_all_gyr_acc_cali_state
g_status_topology_verify_user_interface_imu_status	1		g_status_topology_verify_user_interface_imu_status		g_status_topology_verify_user_interface_imu_status
g_status_topology_verify_user_interface_mag_status	1		g_status_topology_verify_user_interface_mag_status		g_status_topology_verify_user_interface_mag_status
g_cfg_debug_check_config_module	0		g_cfg_debug_check_config_module		g_cfg_debug_check_config_module
g_cfg_debug_motor_output_percentage_debug[0]	100		g_cfg_debug_motor_output_percentage_debug[0]		g_cfg_debug_motor_output_percentage_debug[0]
g_cfg_debug_motor_output_percentage_debug[1]	100		g_cfg_debug_motor_output_percentage_debug[1]		g_cfg_debug_motor_output_percentage_debug[1]
g_cfg_debug_motor_output_percentage_debug[2]	100		g_cfg_debug_motor_output_percentage_debug[2]		g_cfg_debug_motor_output_percentage_debug[2]
g_cfg_debug_motor_output_percentage_debug[3]	100		g_cfg_debug_motor_output_percentage_debug[3]		g_cfg_debug_motor_output_percentage_debug[3]
g_cfg_debug_motor_output_percentage_debug[4]	100		g_cfg_debug_motor_output_percentage_debug[4]		g_cfg_debug_motor_output_percentage_debug[4]
g_cfg_debug_motor_output_percentage_debug[5]	100		g_cfg_debug_motor_output_percentage_debug[5]		g_cfg_debug_motor_output_percentage_debug[5]
g_cfg_debug_motor_output_percentage_debug[6]	100		g_cfg_debug_motor_output_percentage_debug[6]		g_cfg_debug_motor_output_percentage_debug[6]
g_cfg_debug_motor_output_percentage_debug[7]	100		g_cfg_debug_motor_output_percentage_debug[7]		g_cfg_debug_motor_output_percentage_debug[7]
g_config_stop_motor_enable_motor_debug	0		g_config_stop_motor_enable_motor_debug		g_config_stop_motor_enable_motor_debug
g_config_stop_motor_stop_motor_bits	0		g_config_stop_motor_stop_motor_bits		g_config_stop_motor_stop_motor_bits
g_config_air_est_orth_gain_left	0.0350000001490116		g_config_air_est_orth_gain_left		g_config_air_est_orth_gain_left
g_config_air_est_orth_gain_right	0.0299999993294477		g_config_air_est_orth_gain_right		g_config_air_est_orth_gain_right
g_config_air_est_tang_gain_front	-0.0350000001490116		g_config_air_est_tang_gain_front		g_config_air_est_tang_gain_front
g_config_air_est_tang_gain_back	-0.0350000001490116		g_config_air_est_tang_gain_back		g_config_air_est_tang_gain_back
g_config_air_est_gain_0	2		g_config_air_est_gain_0		g_config_air_est_gain_0
g_config_air_est_gain_1	1.20000004768372		g_config_air_est_gain_1		g_config_air_est_gain_1
g_config_air_est_gain_2	0.300000011920929		g_config_air_est_gain_2		g_config_air_est_gain_2
g_config_air_est_gain_3	0.300000011920929		g_config_air_est_gain_3		g_config_air_est_gain_3
g_config_air_est_fc	0.0500000007450581		g_config_air_est_fc		g_config_air_est_fc
g_config_air_est_big_wind_level1	6		g_config_air_est_big_wind_level1		g_config_air_est_big_wind_level1
g_config_air_est_big_wind_level2	9.60000038146973		g_config_air_est_big_wind_level2		g_config_air_est_big_wind_level2
g_config_air_est_acc2speed_gain_x	-922.200012207031		g_config_air_est_acc2speed_gain_x		g_config_air_est_acc2speed_gain_x
g_config_air_est_acc2speed_gain_y	-679.400024414062		g_config_air_est_acc2speed_gain_y		g_config_air_est_acc2speed_gain_y
g_config_air_est_motor_start_comp	0.400000005960464		g_config_air_est_motor_start_comp		g_config_air_est_motor_start_comp
g_config_air_est_gear_hide_comp	0		g_config_air_est_gear_hide_comp		g_config_air_est_gear_hide_comp
g_config_air_est_airspeed_compensate_en	1		g_config_air_est_airspeed_compensate_en		g_config_air_est_airspeed_compensate_en
g_config_air_est_air_comp_gps_height_en	1		g_config_air_est_air_comp_gps_height_en		g_config_air_est_air_comp_gps_height_en
g_config_fw_cfg_max_speed	10		g_config_fw_cfg_max_speed		g_config_fw_cfg_max_speed
g_config_fw_cfg_min_radius	1		g_config_fw_cfg_min_radius		g_config_fw_cfg_min_radius
g_config_fw_cfg_smooth_freq	0.200000002980232		g_config_fw_cfg_smooth_freq		g_config_fw_cfg_smooth_freq
g_config_fw_cfg_roll_smooth_freq	0.5		g_config_fw_cfg_roll_smooth_freq		g_config_fw_cfg_roll_smooth_freq
g_config_factory_test_cfg_gyro_x_vib_threshold	10000		g_config_factory_test_cfg_gyro_x_vib_threshold		g_config_factory_test_cfg_gyro_x_vib_threshold
g_config_factory_test_cfg_gyro_y_vib_threshold	10000		g_config_factory_test_cfg_gyro_y_vib_threshold		g_config_factory_test_cfg_gyro_y_vib_threshold
g_config_factory_test_cfg_acc_z_vib_threshold	10000		g_config_factory_test_cfg_acc_z_vib_threshold		g_config_factory_test_cfg_acc_z_vib_threshold
g_config_factory_test_cfg_roll_install_threshold	100		g_config_factory_test_cfg_roll_install_threshold		g_config_factory_test_cfg_roll_install_threshold
g_config_factory_test_cfg_pitch_install_threshold	100		g_config_factory_test_cfg_pitch_install_threshold		g_config_factory_test_cfg_pitch_install_threshold
g_config_factory_test_cfg_yaw_install_threshold	100		g_config_factory_test_cfg_yaw_install_threshold		g_config_factory_test_cfg_yaw_install_threshold
g_config_factory_test_cfg_hover_thrust_threshold	5		g_config_factory_test_cfg_hover_thrust_threshold		g_config_factory_test_cfg_hover_thrust_threshold
g_config_factory_test_cfg_enable	0		g_config_factory_test_cfg_enable		g_config_factory_test_cfg_enable
g_cfg_debug_general_sim_flag[0]	0		g_cfg_debug_general_sim_flag[0]		g_cfg_debug_general_sim_flag[0]
g_cfg_debug_general_sim_flag[1]	0		g_cfg_debug_general_sim_flag[1]		g_cfg_debug_general_sim_flag[1]
g_cfg_debug_general_sim_flag[2]	0		g_cfg_debug_general_sim_flag[2]		g_cfg_debug_general_sim_flag[2]
g_cfg_debug_general_sim_flag[3]	0		g_cfg_debug_general_sim_flag[3]		g_cfg_debug_general_sim_flag[3]
g_cfg_debug_general_sim_var[0]	0		g_cfg_debug_general_sim_var[0]		g_cfg_debug_general_sim_var[0]
g_cfg_debug_general_sim_var[1]	0		g_cfg_debug_general_sim_var[1]		g_cfg_debug_general_sim_var[1]
g_cfg_debug_general_sim_var[2]	0		g_cfg_debug_general_sim_var[2]		g_cfg_debug_general_sim_var[2]
g_cfg_debug_general_sim_var[3]	0		g_cfg_debug_general_sim_var[3]		g_cfg_debug_general_sim_var[3]
g_cfg_debug_app_enter_sports	0		g_cfg_debug_app_enter_sports		g_cfg_debug_app_enter_sports
ui_rc_view_mode	0		ui_rc_view_mode		ui_rc_view_mode
g_cfg_debug_mag_adv_cali_cmd[0]	0		g_cfg_debug_mag_adv_cali_cmd[0]		g_cfg_debug_mag_adv_cali_cmd[0]
g_status_mag_adv_cali_status[0]_process	0		g_status_mag_adv_cali_status[0]_process		g_status_mag_adv_cali_status[0]_process
g_status_mag_adv_cali_status[0]_status	0		g_status_mag_adv_cali_status[0]_status		g_status_mag_adv_cali_status[0]_status
g_status_mag_adv_cali_status[0]_item	0		g_status_mag_adv_cali_status[0]_item		g_status_mag_adv_cali_status[0]_item
g_cfg_debug_mag_adv_cali_cmd[1]	0		g_cfg_debug_mag_adv_cali_cmd[1]		g_cfg_debug_mag_adv_cali_cmd[1]
g_status_mag_adv_cali_status[1]_process	0		g_status_mag_adv_cali_status[1]_process		g_status_mag_adv_cali_status[1]_process
g_status_mag_adv_cali_status[1]_status	0		g_status_mag_adv_cali_status[1]_status		g_status_mag_adv_cali_status[1]_status
g_status_mag_adv_cali_status[1]_item	0		g_status_mag_adv_cali_status[1]_item		g_status_mag_adv_cali_status[1]_item
g_cfg_debug_mag_adv_cali_cmd[2]	0		g_cfg_debug_mag_adv_cali_cmd[2]		g_cfg_debug_mag_adv_cali_cmd[2]
g_status_mag_adv_cali_status[2]_process	0		g_status_mag_adv_cali_status[2]_process		g_status_mag_adv_cali_status[2]_process
g_status_mag_adv_cali_status[2]_status	0		g_status_mag_adv_cali_status[2]_status		g_status_mag_adv_cali_status[2]_status
g_status_mag_adv_cali_status[2]_item	0		g_status_mag_adv_cali_status[2]_item		g_status_mag_adv_cali_status[2]_item
g_status_have_mag_adv_para_flag	0		g_status_have_mag_adv_para_flag		g_status_have_mag_adv_para_flag
g_config_mag_cfg_need_cur_cali	0		g_config_mag_cfg_need_cur_cali		g_config_mag_cfg_need_cur_cali
g_config_mag_cfg_adjust_gain_when_start	0		g_config_mag_cfg_adjust_gain_when_start		g_config_mag_cfg_adjust_gain_when_start
g_config_mag_cfg_not_normal_stop_motor	0		g_config_mag_cfg_not_normal_stop_motor		g_config_mag_cfg_not_normal_stop_motor
g_config_mag_cfg_is_old_p4_mag	0		g_config_mag_cfg_is_old_p4_mag		g_config_mag_cfg_is_old_p4_mag
g_config_mag_cfg_check_type	25		g_config_mag_cfg_check_type		g_config_mag_cfg_check_type
g_config_gyr_acc_cfg_check_type	25		g_config_gyr_acc_cfg_check_type		g_config_gyr_acc_cfg_check_type
g_config_baro_cfg_check_type	25		g_config_baro_cfg_check_type		g_config_baro_cfg_check_type
g_config_gps_cfg_check_type	25		g_config_gps_cfg_check_type		g_config_gps_cfg_check_type
g_config_imu_para_cfg_check_type	25		g_config_imu_para_cfg_check_type		g_config_imu_para_cfg_check_type
g_config_farm_max_vel_limit	5		g_config_farm_max_vel_limit		g_config_farm_max_vel_limit
g_config_farm_flow_speed_per_mu	1		g_config_farm_flow_speed_per_mu		g_config_farm_flow_speed_per_mu
g_config_farm_flow_speed	0.699999988079071		g_config_farm_flow_speed		g_config_farm_flow_speed
g_config_farm_flow_speed_max	0.449999988079071		g_config_farm_flow_speed_max		g_config_farm_flow_speed_max
g_config_farm_flow_speed_min	0.319999992847443		g_config_farm_flow_speed_min		g_config_farm_flow_speed_min
g_config_farm_flow_speed_remap_enable	1		g_config_farm_flow_speed_remap_enable		g_config_farm_flow_speed_remap_enable
g_config_farm_ridges_rang_y	5		g_config_farm_ridges_rang_y		g_config_farm_ridges_rang_y
g_config_farm_set_pt_a	0		g_config_farm_set_pt_a		g_config_farm_set_pt_a
g_config_farm_set_pt_b	0		g_config_farm_set_pt_b		g_config_farm_set_pt_b
g_config_farm_open_no_pesticide_protection	0		g_config_farm_open_no_pesticide_protection		g_config_farm_open_no_pesticide_protection
g_config_farm_vel_level_0	1		g_config_farm_vel_level_0		g_config_farm_vel_level_0
g_config_farm_vel_level_1	3		g_config_farm_vel_level_1		g_config_farm_vel_level_1
g_config_farm_vel_level_2	5		g_config_farm_vel_level_2		g_config_farm_vel_level_2
g_config_farm_vel_level_3	7		g_config_farm_vel_level_3		g_config_farm_vel_level_3
g_config_farm_cur_vel_level	2		g_config_farm_cur_vel_level		g_config_farm_cur_vel_level
g_config_farm_m_plus_disable	0		g_config_farm_m_plus_disable		g_config_farm_m_plus_disable
g_config_farm_yaw_mode	0		g_config_farm_yaw_mode		g_config_farm_yaw_mode
g_config_farm_max_mp_vel_for_sbus	7		g_config_farm_max_mp_vel_for_sbus		g_config_farm_max_mp_vel_for_sbus
mass_est_cali_start	0		mass_est_cali_start		mass_est_cali_start
mass_est_net_mass	14.5		mass_est_net_mass		mass_est_net_mass
g_cfg_debug_wp_setting_length	4		g_cfg_debug_wp_setting_length		g_cfg_debug_wp_setting_length
g_cfg_debug_wp_setting_action_on_finish	4		g_cfg_debug_wp_setting_action_on_finish		g_cfg_debug_wp_setting_action_on_finish
g_cfg_debug_wp_setting_mission_exec_num	2		g_cfg_debug_wp_setting_mission_exec_num		g_cfg_debug_wp_setting_mission_exec_num
g_cfg_debug_wp_setting_yaw_mode	0		g_cfg_debug_wp_setting_yaw_mode		g_cfg_debug_wp_setting_yaw_mode
g_cfg_debug_wp_setting_trace_mode	1		g_cfg_debug_wp_setting_trace_mode		g_cfg_debug_wp_setting_trace_mode
g_cfg_debug_wp_setting_action_on_rc_lost	0		g_cfg_debug_wp_setting_action_on_rc_lost		g_cfg_debug_wp_setting_action_on_rc_lost
g_cfg_debug_wp_setting_vel_cmd_range	7		g_cfg_debug_wp_setting_vel_cmd_range		g_cfg_debug_wp_setting_vel_cmd_range
g_cfg_debug_wp_setting_idle_vel	2		g_cfg_debug_wp_setting_idle_vel		g_cfg_debug_wp_setting_idle_vel
g_config_airport_limit_cfg_cfg_search_radius	50000		g_config_airport_limit_cfg_cfg_search_radius	< * >	
g_config_airport_limit_cfg_cfg_disable_airport_fly_limit	0		g_config_airport_limit_cfg_cfg_disable_airport_fly_limit	< * >	
g_config_airport_limit_cfg_cfg_debug_airport_enable	0		g_config_airport_limit_cfg_cfg_debug_airport_enable	< * >	
g_config_airport_limit_cfg_cfg_limit_data	20150910		g_config_airport_limit_cfg_cfg_limit_data	< * >	
FL_SIM_POS_EN	1		FL_SIM_POS_EN		FL_SIM_POS_EN
FL_LIMIT_TAKE_OFF_EN	0		FL_LIMIT_TAKE_OFF_EN	< * >	
FL_TEST_DB_ENABLE	0		FL_TEST_DB_ENABLE		FL_TEST_DB_ENABLE
FL_TEST_DB_LAT	22514949		FL_TEST_DB_LAT		FL_TEST_DB_LAT
FL_TEST_DB_LON	113889685		FL_TEST_DB_LON		FL_TEST_DB_LON
FL_TEST_DB_RADIUS	450		FL_TEST_DB_RADIUS		FL_TEST_DB_RADIUS
g_config_airport_limit_cfg_cfg_enable[FLY_LIMIT_TYPE_AIRPORT]	1		g_config_airport_limit_cfg_cfg_enable[FLY_LIMIT_TYPE_AIRPORT]		g_config_airport_limit_cfg_cfg_enable[FLY_LIMIT_TYPE_AIRPORT]
g_config_airport_limit_cfg_cfg_enable[FLY_LIMIT_TYPE_SPECIAL]	0		g_config_airport_limit_cfg_cfg_enable[FLY_LIMIT_TYPE_SPECIAL]		g_config_airport_limit_cfg_cfg_enable[FLY_LIMIT_TYPE_SPECIAL]
g_config_airport_limit_cfg_cfg_r1[FLY_LIMIT_TYPE_AIRPORT]	6000		g_config_airport_limit_cfg_cfg_r1[FLY_LIMIT_TYPE_AIRPORT]		g_config_airport_limit_cfg_cfg_r1[FLY_LIMIT_TYPE_AIRPORT]
g_config_airport_limit_cfg_cfg_r1[FLY_LIMIT_TYPE_SPECIAL]	30000		g_config_airport_limit_cfg_cfg_r1[FLY_LIMIT_TYPE_SPECIAL]		g_config_airport_limit_cfg_cfg_r1[FLY_LIMIT_TYPE_SPECIAL]
g_config_airport_limit_cfg_cfg_h1[FLY_LIMIT_TYPE_AIRPORT]	20		g_config_airport_limit_cfg_cfg_h1[FLY_LIMIT_TYPE_AIRPORT]		g_config_airport_limit_cfg_cfg_h1[FLY_LIMIT_TYPE_AIRPORT]
